Region,X coordinate,Y coordinate,Radius
Aruba_Aruba,-69.9212769,12.438137,1
Aruba_Aruba,-69.9028258,12.438137,1
Aruba_Aruba,-69.9397196,12.456155,1
Aruba_Aruba,-69.9212673,12.456155,1
Aruba_Aruba,-69.9028149,12.456155,1
Aruba_Aruba,-69.958165,12.4741731,1
Aruba_Aruba,-69.9397113,12.4741731,1
Aruba_Aruba,-69.9212577,12.4741731,1
Aruba_Aruba,-69.9766128,12.4921911,1
Aruba_Aruba,-69.9581579,12.4921911,1
Aruba_Aruba,-69.939703,12.4921911,1
Aruba_Aruba,-69.921248,12.4921911,1
Aruba_Aruba,-69.9950632,12.5102091,1
Aruba_Aruba,-69.976607,12.5102091,1
Aruba_Aruba,-69.9581508,12.5102091,1
Aruba_Aruba,-69.9396946,12.5102091,1
Aruba_Aruba,-70.0319737,12.5282271,1
Aruba_Aruba,-70.0135162,12.5282271,1
Aruba_Aruba,-69.9950587,12.5282271,1
Aruba_Aruba,-69.9766012,12.5282271,1
Aruba_Aruba,-69.9581437,12.5282271,1
Aruba_Aruba,-70.0319718,12.5462451,1
Aruba_Aruba,-70.013513,12.5462451,1
Aruba_Aruba,-69.9950542,12.5462451,1
Aruba_Aruba,-69.9765954,12.5462451,1
Aruba_Aruba,-70.0319699,12.5642632,1
Aruba_Aruba,-70.0135098,12.5642632,1
Aruba_Aruba,-69.9950497,12.5642632,1
Aruba_Aruba,-70.0319679,12.5822812,1
Aruba_Aruba,-70.0135065,12.5822812,1
Aruba_Aruba,-70.031966,12.6002992,1
