Region,X coordinate,Y coordinate,Radius
Jersey_Jersey,-2.206002,49.194797,1
Jersey_Jersey,-2.0957139,49.194797,1
Jersey_Jersey,-2.0681419,49.194797,1
Jersey_Jersey,-2.0405699,49.194797,1
Jersey_Jersey,-2.2059869,49.212815,1
Jersey_Jersey,-2.1784048,49.212815,1
Jersey_Jersey,-2.1508228,49.212815,1
Jersey_Jersey,-2.1232407,49.212815,1
Jersey_Jersey,-2.0956587,49.212815,1
Jersey_Jersey,-2.0680766,49.212815,1
Jersey_Jersey,-2.0404945,49.212815,1
Jersey_Jersey,-2.2059718,49.2308331,1
Jersey_Jersey,-2.1783797,49.2308331,1
Jersey_Jersey,-2.1507876,49.2308331,1
Jersey_Jersey,-2.1231955,49.2308331,1
Jersey_Jersey,-2.0956033,49.2308331,1
Jersey_Jersey,-2.0680112,49.2308331,1
Jersey_Jersey,-2.0404191,49.2308331,1
Jersey_Jersey,-2.2059567,49.2488511,1
Jersey_Jersey,-2.1783545,49.2488511,1
Jersey_Jersey,-2.1507523,49.2488511,1
